Master_CDF,feeder_voltage,feeder_max_hc,feeder_min_hc,feeder_dg_connected_since_refresh,hca_refresh_date,color,shape_length
36_01_6054,13.2,8.6,0.5,0,2022/10/01 00:00:00+00,dark blue,0.170340742
36_01_6055,13.2,9.35,1.5,0,2022/10/01 00:00:00+00,dark blue,0.200134361
36_01_6056,13.2,10,4.9,0,2022/10/01 00:00:00+00,dark blue,0.135898199
36_01_6057,13.2,9.63,0.24,0,2022/10/01 00:00:00+00,dark blue,0.416814354
36_01_6163,4.16,2.9,0.2,0,2022/10/01 00:00:00+00,light blue,0.075705051
36_01_6164,4.16,1.43,0.4,0,2022/10/01 00:00:00+00,green,0.082906712
36_01_6165,4.16,1.6,0.3,0,2022/10/01 00:00:00+00,turquoise,0.149292821
36_01_6166,4.16,1.5,0.4,0,2022/10/01 00:00:00+00,turquoise,0.115820265
36_01_6167,4.16,1.7,0.3,0,2022/10/01 00:00:00+00,turquoise,0.142997128
36_01_6168,4.16,1.3,0.1,0.01,2022/10/01 00:00:00+00,green,0.09798274
36_01_6362,4.16,0.9,0.66,0,2022/10/01 00:00:00+00,yellow,0.051713935
36_01_6363,4.16,0.84,0.4,0.01,2022/10/01 00:00:00+00,yellow,0.074569798
36_01_6364,4.16,0.5,0.2,0,2022/10/01 00:00:00+00,yellow,0.080207727
36_01_6365,4.16,0.84,0.2,0.01,2022/10/01 00:00:00+00,yellow,0.089044061
36_01_6366,4.16,0.84,0.4,0,2022/10/01 00:00:00+00,yellow,0.076428453
36_01_6661,4.8,1.5,0.2,0,2022/10/01 00:00:00+00,turquoise,0.023674768
36_01_6761,4.16,1.82,0.2,0,2022/10/01 00:00:00+00,turquoise,0.088173067
36_01_6762,4.16,0.5,0.2,0,2022/10/01 00:00:00+00,yellow,0.059729309
36_01_6861,4.16,0.9,0.5,0,2022/10/01 00:00:00+00,yellow,0.04308547
36_01_6863,4.16,1.92,0.5,0,2022/10/01 00:00:00+00,turquoise,0.044448168
36_01_6864,4.16,1.7,0.2,0,2022/10/01 00:00:00+00,turquoise,0.039267347
36_01_6865,4.16,1.92,0.4,0,2022/10/01 00:00:00+00,turquoise,0.039151358
36_01_6866,4.16,1.7,0.4,0,2022/10/01 00:00:00+00,turquoise,0.014346148
36_01_6867,4.16,1.92,0.8,0,2022/10/01 00:00:00+00,turquoise,0.020948286
36_01_6868,4.16,0.9,0.7,0,2022/10/01 00:00:00+00,yellow,0.017914263
36_01_6871,4.16,0.9,0.5,0,2022/10/01 00:00:00+00,yellow,0.020595369
36_01_6873,4.16,1,0.3,0,2022/10/01 00:00:00+00,green,0.044921115
36_01_7461,4.16,2.88,0.4,0,2022/10/01 00:00:00+00,light blue,0.102495985
36_01_7462,4.16,2.88,0.5,0,2022/10/01 00:00:00+00,light blue,0.078603848
36_01_7463,4.16,2.88,0.2,0,2022/10/01 00:00:00+00,light blue,0.083171824
36_01_7464,4.16,1.3,0.6,0,2022/10/01 00:00:00+00,green,0.048455196
36_01_7465,4.16,2.88,0.7,0,2022/10/01 00:00:00+00,light blue,0.059725441
36_01_7466,4.16,2.88,0.7,0,2022/10/01 00:00:00+00,light blue,0.053364108
36_01_7761,4.16,1.4,0.7,0,2022/10/01 00:00:00+00,green,0.022768646
36_01_7763,4.16,0.2,0,0,2022/10/01 00:00:00+00,brown,0.034725045
36_01_7764,4.16,1.6,0.9,0,2022/10/01 00:00:00+00,turquoise,0.012455547
36_01_7765,4.16,1,0.2,0,2022/10/01 00:00:00+00,green,0.110507088
36_01_7766,4.16,1.3,0.4,0,2022/10/01 00:00:00+00,green,0.069324612
36_01_7861,4.16,2.4,0.1,0,2022/10/01 00:00:00+00,light blue,0.063397566
36_01_7862,4.16,3.1,0.1,0,2022/10/01 00:00:00+00,blue,0.05559528
36_01_7863,4.16,3.4,0.4,0,2022/10/01 00:00:00+00,blue,0.0532261
36_01_7864,4.16,3.5,0.5,0,2022/10/01 00:00:00+00,blue,0.080008524
36_01_7865,4.16,3.5,1.1,0,2022/10/01 00:00:00+00,blue,0.048082137
36_01_7866,4.16,3.4,0.7,0,2022/10/01 00:00:00+00,blue,0.051775759
36_01_7867,4.16,3.3,0.4,0,2022/10/01 00:00:00+00,blue,0.10676799
36_01_7868,4.16,2.7,0.2,0,2022/10/01 00:00:00+00,light blue,0.119079816
36_01_7961,4.16,0.5,0.1,0,2022/10/01 00:00:00+00,yellow,0.082106762
36_01_7962,4.16,1.4,0.1,0,2022/10/01 00:00:00+00,green,0.066735139
36_01_7963,4.16,1.5,0.7,0,2022/10/01 00:00:00+00,turquoise,0.041931159
36_01_7966,4.16,3.2,3.2,0,2022/10/01 00:00:00+00,blue,0.070823979
36_01_7968,4.16,1.2,0.3,0,2022/10/01 00:00:00+00,green,0.062875612
36_01_99551,13.2,10,0.3,1.5,2022/10/01 00:00:00+00,dark blue,0.219484653
36_01_99552,13.2,10,0.23,0.01,2022/10/01 00:00:00+00,dark blue,0.19810109
36_01_99553,13.2,10,0.4,0,2022/10/01 00:00:00+00,dark blue,0.031900318
36_01_99554,13.2,10,0.17,0,2022/10/01 00:00:00+00,dark blue,0.166740111
36_01_99555,13.2,10,0.6,0,2022/10/01 00:00:00+00,dark blue,0.112219654
36_01_99556,13.2,3.1,0.1,0.01,2022/10/01 00:00:00+00,blue,0.157236848
36_01_99557,13.2,10,0.3,0,2022/10/01 00:00:00+00,dark blue,0.126946492
36_03_10551,13.2,8.28,0.33,0,2022/10/01 00:00:00+00,dark blue,0.62193776
36_03_10552,13.2,10,0.5,0,2022/10/01 00:00:00+00,dark blue,0.286124159
36_03_10557,13.2,5.6,0,0,2022/10/01 00:00:00+00,dark blue,0.789230192
36_03_10558,13.2,7.9,0.08,0,2022/10/01 00:00:00+00,dark blue,0.949801717
36_03_17061,4.8,0.8,0.2,0.01,2022/10/01 00:00:00+00,yellow,0.217755948
36_03_17063,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.473291669
36_03_17064,4.8,0.8,0.1,0.02,2022/10/01 00:00:00+00,yellow,0.113805468
36_03_17161,4.8,0.7,0.1,0,2022/10/01 00:00:00+00,yellow,0.259382527
36_03_17163,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.40096065
36_03_17164,4.8,0.7,0.1,0,2022/10/01 00:00:00+00,yellow,0.276684284
36_03_20951,13.2,9.28,1.1,0,2022/10/01 00:00:00+00,dark blue,0.099628859
36_03_20952,13.2,8.6,0,0,2022/10/01 00:00:00+00,dark blue,0.234601715
36_03_20953,13.2,8.6,0.8,0.01,2022/10/01 00:00:00+00,dark blue,0.337162455
36_03_20954,13.2,9.65,0,0.02,2022/10/01 00:00:00+00,dark blue,0.566268237
36_03_21050,13.2,9.03,0.9,0,2022/10/01 00:00:00+00,dark blue,0.118351573
36_03_21051,13.2,9.03,0,0,2022/10/01 00:00:00+00,dark blue,0.114862673
36_03_21052,13.2,7.32,0.15,0,2022/10/01 00:00:00+00,dark blue,0.196581682
36_03_21053,13.2,9.03,0.42,0,2022/10/01 00:00:00+00,dark blue,0.298256616
36_03_21054,13.2,10,1.4,0,2022/10/01 00:00:00+00,dark blue,0.015460684
36_03_21055,13.2,10,0.2,0,2022/10/01 00:00:00+00,dark blue,0.242713068
36_03_21550,13.2,10,0.5,0,2022/10/01 00:00:00+00,dark blue,0.066098996
36_03_21551,13.2,10,1.4,0,2022/10/01 00:00:00+00,dark blue,0.034248859
36_03_21552,13.2,10,0.4,0,2022/10/01 00:00:00+00,dark blue,0.122669794
36_03_21553,13.2,10,0.3,0,2022/10/01 00:00:00+00,dark blue,0.098444458
36_03_21554,13.2,10,1.4,0,2022/10/01 00:00:00+00,dark blue,0.058838276
36_03_21555,13.2,7.93,0.16,0,2022/10/01 00:00:00+00,dark blue,0.320887471
36_03_21556,13.2,8.8,0.5,0.22,2022/10/01 00:00:00+00,dark blue,0.127918486
36_03_21557,13.2,6.63,1.4,0,2022/10/01 00:00:00+00,dark blue,0.031244159
36_03_21650,13.2,7.34,0.4,0,2022/10/01 00:00:00+00,dark blue,0.134154113
36_03_21651,13.2,7.34,0.1,0,2022/10/01 00:00:00+00,dark blue,0.352462165
36_03_21652,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.333910081
36_03_21653,13.2,7.34,0.1,0,2022/10/01 00:00:00+00,dark blue,0.222891911
36_03_21751,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.356820999
36_03_21752,13.2,3.9,1.4,0,2022/10/01 00:00:00+00,blue,0.07327189
36_03_21753,13.2,1.8,0.1,0,2022/10/01 00:00:00+00,turquoise,0.361353704
36_03_21754,13.2,1.7,0.3,0.01,2022/10/01 00:00:00+00,turquoise,0.460478
36_03_23251,13.2,8.05,0.09,0.01,2022/10/01 00:00:00+00,dark blue,0.545505295
36_03_23252,13.2,7.36,0.3,5,2022/10/01 00:00:00+00,dark blue,0.350279829
36_03_23253,13.2,8.05,0.35,0,2022/10/01 00:00:00+00,dark blue,0.508314775
36_03_23255,13.2,0,0,0.02,2022/10/01 00:00:00+00,brown,0.230896779
36_03_23256,13.2,7.66,0.02,0,2022/10/01 00:00:00+00,dark blue,0.604940962
36_03_23257,13.2,8.35,2.1,0,2022/10/01 00:00:00+00,dark blue,0.062882198
36_03_6451,13.2,3.6,0.8,0,2022/10/01 00:00:00+00,blue,0.101944752
36_03_6452,13.2,5.5,0,0,2022/10/01 00:00:00+00,dark blue,0.427639088
36_03_6453,13.2,5.5,0.2,0.01,2022/10/01 00:00:00+00,dark blue,0.498744495
36_03_6454,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.221359647
36_03_6457,13.2,6.9,0.09,0.01,2022/10/01 00:00:00+00,dark blue,0.447535282
36_03_6458,13.2,3.8,0.2,0,2022/10/01 00:00:00+00,blue,0.158409946
36_03_7161,4.8,0.7,0.1,0,2022/10/01 00:00:00+00,yellow,0.398899989
36_03_7162,4.8,0.7,0.2,0,2022/10/01 00:00:00+00,yellow,0.283984744
36_03_7651,13.2,10,0.1,0,2022/10/01 00:00:00+00,dark blue,0.408123846
36_03_7652,13.2,2.7,0.03,0,2022/10/01 00:00:00+00,light blue,1.010797836
36_03_7654,13.2,10,0.3,0,2022/10/01 00:00:00+00,dark blue,0.34108364
36_03_7655,13.2,3.2,0.1,0,2022/10/01 00:00:00+00,blue,0.674108577
36_03_7656,13.2,10,0.06,0,2022/10/01 00:00:00+00,dark blue,0.373297469
36_03_8061,4.16,2.27,0.9,0,2022/10/01 00:00:00+00,light blue,0.033627074
36_03_8065,4.16,2.27,0.2,0,2022/10/01 00:00:00+00,light blue,0.057539439
36_03_8068,4.16,2.05,0.2,0,2022/10/01 00:00:00+00,light blue,0.074566058
36_03_8162,4.16,2.69,2.69,0,2022/10/01 00:00:00+00,light blue,0.039547736
36_03_8163,4.16,2.52,0.2,0,2022/10/01 00:00:00+00,light blue,0.023621747
36_03_8164,4.16,2.05,0.3,0,2022/10/01 00:00:00+00,light blue,0.093670809
36_03_8165,4.16,2.5,0.9,0,2022/10/01 00:00:00+00,light blue,0.108085344
36_03_8166,4.16,2.39,0.9,0,2022/10/01 00:00:00+00,light blue,0.033335148
36_03_8167,4.16,2.01,0.9,0,2022/10/01 00:00:00+00,light blue,0.027115454
36_03_8168,4.16,2.61,0.5,0,2022/10/01 00:00:00+00,light blue,0.047750265
36_03_8267,4.16,2.13,0.7,0,2022/10/01 00:00:00+00,light blue,0.039174248
36_03_8268,4.16,1.98,0.2,0,2022/10/01 00:00:00+00,turquoise,0.074249222
36_03_8270,4.16,1.75,0.1,0,2022/10/01 00:00:00+00,turquoise,0.063150417
36_03_8272,4.16,1.92,0.7,0,2022/10/01 00:00:00+00,turquoise,0.068339053
36_03_8274,4.16,1.83,0.7,0,2022/10/01 00:00:00+00,turquoise,0.015076492
36_03_8275,4.16,1.77,0.7,0,2022/10/01 00:00:00+00,turquoise,0.028716813
36_03_8276,4.16,1.94,0.9,0,2022/10/01 00:00:00+00,turquoise,0.020038144
36_03_8362,4.16,2.38,1.6,0,2022/10/01 00:00:00+00,light blue,0.017301404
36_03_8363,4.16,2.38,0.7,0,2022/10/01 00:00:00+00,light blue,0.060993291
36_03_8364,4.16,2.38,0.2,0,2022/10/01 00:00:00+00,light blue,0.064343603
36_03_8369,4.16,2.38,0.7,0,2022/10/01 00:00:00+00,light blue,0.06140863
36_03_8371,4.16,2.38,1.2,0,2022/10/01 00:00:00+00,light blue,0.044305593
36_03_8562,4.8,2,0.8,0,2022/10/01 00:00:00+00,light blue,0.057621796
36_03_8563,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.069915209
36_03_8564,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.047035774
36_03_8565,4.8,2.65,0.8,0,2022/10/01 00:00:00+00,light blue,0.049298613
36_03_8566,4.8,2.49,1,0,2022/10/01 00:00:00+00,light blue,0.040536716
36_03_8567,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.080118032
36_03_8663,4.8,3.29,0.5,0,2022/10/01 00:00:00+00,blue,0.045557535
36_03_8664,4.8,3.29,0.1,0,2022/10/01 00:00:00+00,blue,0.119387619
36_03_8763,4.8,4.04,0.4,0,2022/10/01 00:00:00+00,blue,0.09272335
36_03_8764,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.10009611
36_03_8862,4.8,4.24,0.4,0.02,2022/10/01 00:00:00+00,blue,0.138035457
36_03_8863,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.160632963
36_03_8963,4.8,0,0,0.01,2022/10/01 00:00:00+00,brown,0.542332863
36_03_8964,4.8,0,0,0.11,2022/10/01 00:00:00+00,brown,0.398813883
36_03_9361,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.292828257
36_03_9362,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.273061594
36_03_9363,4.8,0,0,0.02,2022/10/01 00:00:00+00,brown,0.696275733
36_03_9751,13.2,6.8,6.8,0,2022/10/01 00:00:00+00,dark blue,0.012417094
36_03_9752,13.2,9.44,1.1,0,2022/10/01 00:00:00+00,dark blue,0.023509854
36_03_9753,13.2,10,0.5,0,2022/10/01 00:00:00+00,dark blue,0.541869292
36_03_9754,13.2,7.91,0.2,0,2022/10/01 00:00:00+00,dark blue,0.142056602
36_03_9755,13.2,10,6.8,0,2022/10/01 00:00:00+00,dark blue,0.022394667
36_03_9756,13.2,9.44,0.6,0,2022/10/01 00:00:00+00,dark blue,0.134925545
36_03_9757,13.2,10,0.19,0,2022/10/01 00:00:00+00,dark blue,0.237668164
36_03_9758,13.2,10,1.4,0,2022/10/01 00:00:00+00,dark blue,0.118331551
36_04_0152,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.280446153
36_04_0153,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.803390343
36_04_0154,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.626099304
36_04_0155,13.2,0,0,0.01,2022/10/01 00:00:00+00,brown,0.946644996
36_04_0156,13.2,7.25,0.1,0,2022/10/01 00:00:00+00,dark blue,0.186015769
36_04_0157,13.2,7.61,0.1,0,2022/10/01 00:00:00+00,dark blue,0.207567419
36_04_0158,13.2,8.55,0.1,0,2022/10/01 00:00:00+00,dark blue,0.420222947
36_04_0361,4.8,2.66,0.1,0,2022/10/01 00:00:00+00,light blue,0.027500042
36_04_0362,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.838597142
36_04_0363,4.8,1.5,0.1,0.01,2022/10/01 00:00:00+00,turquoise,0.390818365
36_04_0455,13.2,6.21,0.1,0.01,2022/10/01 00:00:00+00,dark blue,0.636376716
36_04_0456,13.2,0.1,0,0,2022/10/01 00:00:00+00,brown,1.373472491
36_04_0457,13.2,6.21,0.1,0.01,2022/10/01 00:00:00+00,dark blue,1.097826896
36_04_1261,4.8,3.33,0.1,0,2022/10/01 00:00:00+00,blue,0.367471511
36_04_1262,4.8,3.33,0.02,0,2022/10/01 00:00:00+00,blue,0.890384016
36_04_1263,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.389119089
36_04_1561,4.8,2.66,0.1,0.01,2022/10/01 00:00:00+00,light blue,0.482562623
36_04_1562,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.266835613
36_04_1661,4.8,0,0,0.01,2022/10/01 00:00:00+00,brown,0.579130152
36_04_1662,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.73807391
36_04_1861,4.8,2.66,0.1,0,2022/10/01 00:00:00+00,light blue,0.198195114
36_04_1863,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.947578569
36_04_1961,4.8,0,0,0,2022/10/01 00:00:00+00,brown,1.080654634
36_04_2062,4.8,0,0,0.01,2022/10/01 00:00:00+00,brown,1.020923427
36_04_2161,4.8,0,0,0.02,2022/10/01 00:00:00+00,brown,0.628187134
36_04_2261,4.8,2.66,0.2,0,2022/10/01 00:00:00+00,light blue,0.065221513
36_04_2262,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.396581382
36_04_22651,13.2,0,0,0.02,2022/10/01 00:00:00+00,brown,0.669369305
36_04_22652,13.2,1.3,0.1,0.01,2022/10/01 00:00:00+00,green,1.24038052
36_04_22653,13.2,0,0,0,2022/10/01 00:00:00+00,brown,1.078353997
36_04_2361,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.833068642
36_04_2362,4.8,0.1,0,0,2022/10/01 00:00:00+00,brown,0.438636497
36_04_2851,13.2,10,0.04,0,2022/10/01 00:00:00+00,dark blue,0.708383953
36_04_2852,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.176514053
36_04_2855,13.2,0,0,0,2022/10/01 00:00:00+00,brown,1.50314779
36_04_2856,13.2,0,0,0.01,2022/10/01 00:00:00+00,brown,0.520158959
36_04_2951,13.2,0,0,0.01,2022/10/01 00:00:00+00,brown,0.604937979
36_04_2952,13.2,0,0,0.01,2022/10/01 00:00:00+00,brown,1.163480873
36_05_13051,13.2,1.55,1,0,2022/10/01 00:00:00+00,turquoise,0.071952697
36_05_3251,13.2,0,0,0.02,2022/10/01 00:00:00+00,brown,1.200592609
36_05_3252,13.2,4.9,0.2,0,2022/10/01 00:00:00+00,blue,0.279619222
36_05_3253,13.2,0,0,5,2022/10/01 00:00:00+00,brown,1.138697097
36_05_3662,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.580266066
36_05_3761,4.8,0,0,0.03,2022/10/01 00:00:00+00,brown,0.959725682
36_05_3762,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.165191076
36_05_3763,4.8,3.24,0.5,0,2022/10/01 00:00:00+00,blue,0.03627078
36_05_3851,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.911036924
36_05_4061,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.26159167
36_05_4062,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.286806615
36_05_4161,4.8,0.6,0.3,0,2022/10/01 00:00:00+00,yellow,0.204261476
36_05_4361,4.8,0,0,0.02,2022/10/01 00:00:00+00,brown,0.59372307
36_05_4362,4.8,2.93,0.8,0,2022/10/01 00:00:00+00,light blue,0.053017636
36_05_4363,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.056775529
36_05_438151,13.2,8,0.1,0,2022/10/01 00:00:00+00,dark blue,0.359610967
36_05_438152,13.2,8,0,0.02,2022/10/01 00:00:00+00,dark blue,0.470482831
36_35_39253,13.2,0,0,0.03,2022/10/01 00:00:00+00,brown,1.523994194
36_35_47951,13.2,1.6,0.29,0,2022/10/01 00:00:00+00,turquoise,0.244861164
36_35_50151,13.2,3.2,0.1,0,2022/10/01 00:00:00+00,blue,1.334045082
36_35_50152,13.2,0,0,0.01,2022/10/01 00:00:00+00,brown,1.209320733
36_35_50153,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.783347586
36_35_50154,13.2,10,0.32,0,2022/10/01 00:00:00+00,dark blue,0.02986429
36_35_50251,13.2,8.24,0.1,0,2022/10/01 00:00:00+00,dark blue,0.382123537
36_35_50252,13.2,10,0.02,0.01,2022/10/01 00:00:00+00,dark blue,0.208846166
36_37_06021,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.974882245
36_37_18924,4.8,0,0,0.01,2022/10/01 00:00:00+00,brown,1.58354241
36_37_21411,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.07789923
36_37_21412,4.8,0,0,0.02,2022/10/01 00:00:00+00,brown,0.842568622
36_37_21413,4.8,0.25,0.1,0,2022/10/01 00:00:00+00,brown,0.102631007
36_37_23451,13.2,1.13,0.3,0.01,2022/10/01 00:00:00+00,green,0.693641663
36_37_23452,13.2,0,0,0.02,2022/10/01 00:00:00+00,brown,2.292927754
36_37_26127,4.8,0,0,0,2022/10/01 00:00:00+00,brown,1.334613072
36_37_26951,13.2,3.6,0,0.03,2022/10/01 00:00:00+00,blue,2.406046757
36_37_26952,13.2,0,0,0.02,2022/10/01 00:00:00+00,brown,1.98878803
36_37_34733,4.8,0,0,0.01,2022/10/01 00:00:00+00,brown,1.396041817
36_37_36351,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.893299603
36_37_36352,13.2,0,0,0.04,2022/10/01 00:00:00+00,brown,3.234611761
36_37_39051,13.2,0.6,0,0.01,2022/10/01 00:00:00+00,yellow,1.886814921
36_37_39052,13.2,0,0,0.01,2022/10/01 00:00:00+00,brown,2.76555635
36_37_43351,13.2,0,0,0.03,2022/10/01 00:00:00+00,brown,1.766725551
36_37_47751,13.2,0,0,0.01,2022/10/01 00:00:00+00,brown,1.628687008
36_38_04808,4.8,0,0,0.01,2022/10/01 00:00:00+00,brown,0.623354546
36_38_07506,4.16,1.61,0.6,0,2022/10/01 00:00:00+00,turquoise,0.053276054
36_38_07508,4.16,2.12,0.4,0,2022/10/01 00:00:00+00,light blue,0.054281869
36_38_08851,13.2,3.7,0.3,0,2022/10/01 00:00:00+00,blue,0.186691503
36_38_18751,13.2,0,0,0.01,2022/10/01 00:00:00+00,brown,1.846857427
36_38_18752,13.2,2.9,0,0,2022/10/01 00:00:00+00,light blue,0.521474362
36_38_27226,4.8,3.18,0.3,0,2022/10/01 00:00:00+00,blue,0.133281519
36_38_29551,13.2,3.3,0.18,0,2022/10/01 00:00:00+00,blue,0.189332005
36_38_29552,13.2,1.8,0.2,0,2022/10/01 00:00:00+00,turquoise,0.225489986
36_38_29553,13.2,9.26,0.3,0.01,2022/10/01 00:00:00+00,dark blue,0.509493328
36_38_29554,13.2,9.26,0,0,2022/10/01 00:00:00+00,dark blue,0.695538628
36_38_29555,13.2,9.26,0.2,0,2022/10/01 00:00:00+00,dark blue,0.189463582
36_38_29556,13.2,3.3,0.3,0,2022/10/01 00:00:00+00,blue,0.088390823
36_38_29557,13.2,3.9,0.23,0,2022/10/01 00:00:00+00,blue,0.053757793
36_38_29558,13.2,8.6,0.2,0,2022/10/01 00:00:00+00,dark blue,0.147266265
36_38_31634,4.16,1.6,0.4,-0.01,2022/10/01 00:00:00+00,turquoise,0.038271149
36_38_31636,4.16,1.6,0.4,0.01,2022/10/01 00:00:00+00,turquoise,0.120400819
36_38_31637,4.16,1.5,0.4,0,2022/10/01 00:00:00+00,turquoise,0.062458173
36_38_32952,13.2,8.35,0.28,0.01,2022/10/01 00:00:00+00,dark blue,0.992227778
36_38_33151,13.2,0,0,0,2022/10/01 00:00:00+00,brown,1.477072603
36_38_33751,13.2,0,0,0.01,2022/10/01 00:00:00+00,brown,2.343071619
36_38_33752,13.2,0,0,0,2022/10/01 00:00:00+00,brown,2.041664303
36_38_33753,13.2,8,0.04,0,2022/10/01 00:00:00+00,dark blue,0.611624757
36_38_33754,13.2,7.35,0.4,0,2022/10/01 00:00:00+00,dark blue,0.416144249
36_38_36251,13.2,9.95,0.12,0.02,2022/10/01 00:00:00+00,dark blue,1.015337734
36_38_36252,13.2,10,0,0.02,2022/10/01 00:00:00+00,dark blue,0.723083214
36_38_36253,13.2,0,0,0.04,2022/10/01 00:00:00+00,brown,1.058299026
36_38_42351,13.2,3.3,0.11,0,2022/10/01 00:00:00+00,blue,0.58435647
36_38_42354,13.2,2.1,0.4,0,2022/10/01 00:00:00+00,light blue,0.716794743
36_38_42355,13.2,3.7,0.1,0.02,2022/10/01 00:00:00+00,blue,0.162554831
36_38_42356,13.2,1.4,0.1,0.08,2022/10/01 00:00:00+00,green,0.519323596
36_38_42357,13.2,3.3,0.14,0,2022/10/01 00:00:00+00,blue,0.480533494
36_38_45052,13.2,8.99,0.2,0,2022/10/01 00:00:00+00,dark blue,0.932156371
36_38_45053,13.2,8.99,0.1,0,2022/10/01 00:00:00+00,dark blue,1.533376612
36_38_45351,13.2,3.3,0.02,0.02,2022/10/01 00:00:00+00,blue,1.208779618
36_38_45352,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.511915626
36_38_45353,13.2,10,0.2,0,2022/10/01 00:00:00+00,dark blue,0.422615716
36_38_47651,13.2,5,0.5,0,2022/10/01 00:00:00+00,dark blue,0.324011296
36_38_47851,13.2,3.64,0,0,2022/10/01 00:00:00+00,blue,0.150713158
36_39_01251,13.2,1.3,0,-0.74,2022/10/01 00:00:00+00,green,0.803122568
36_39_01252,13.2,0.27,0.06,0.05,2022/10/01 00:00:00+00,brown,0.796756586
36_39_01253,13.2,0.95,0.1,0.01,2022/10/01 00:00:00+00,yellow,0.611182562
36_39_01254,13.2,0.14,0,0.01,2022/10/01 00:00:00+00,brown,0.274658221
36_39_03911,4.8,0,0,0.01,2022/10/01 00:00:00+00,brown,0.628962056
36_39_03912,4.8,0,0,0.01,2022/10/01 00:00:00+00,brown,0.24026078
36_39_130151,13.2,6.3,0,0.03,2022/10/01 00:00:00+00,dark blue,0.391082217
36_39_130152,13.2,0,0,0.03,2022/10/01 00:00:00+00,brown,1.04748614
36_39_130154,13.2,0.34,0.07,0,2022/10/01 00:00:00+00,red,0.582683581
36_39_14202,4.16,0.08,0.08,0,2022/10/01 00:00:00+00,brown,0.034249884
36_39_14203,4.16,0.2,0.1,0,2022/10/01 00:00:00+00,brown,0.046564165
36_39_14206,4.16,0.09,0.09,0,2022/10/01 00:00:00+00,brown,0.080058627
36_39_14251,13.2,1.35,0.3,0,2022/10/01 00:00:00+00,green,0.068903772
36_39_28551,13.2,0.73,0.1,0.02,2022/10/01 00:00:00+00,yellow,0.901813817
36_39_28552,13.2,0.77,0.09,0.01,2022/10/01 00:00:00+00,yellow,1.155912584
36_39_29751,13.2,1.35,0.4,0,2022/10/01 00:00:00+00,green,0.357346076
36_39_29752,13.2,0.33,0.3,0,2022/10/01 00:00:00+00,red,0.065092033
36_39_29753,13.2,1.25,0.2,0,2022/10/01 00:00:00+00,green,0.076455543
36_39_32951,13.2,1.32,0,0.02,2022/10/01 00:00:00+00,green,1.16703733
36_39_34256,13.2,0,0,0.03,2022/10/01 00:00:00+00,brown,0.967360276
36_39_34257,13.2,0,0,0.02,2022/10/01 00:00:00+00,brown,1.825207578
36_39_34258,13.2,0,0,0.03,2022/10/01 00:00:00+00,brown,2.254919398
36_39_36951,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.186151308
36_39_36952,13.2,0.61,0.2,0,2022/10/01 00:00:00+00,yellow,0.599163402
36_39_36953,13.2,1.72,0.2,0.04,2022/10/01 00:00:00+00,turquoise,0.185121102
36_39_36954,13.2,3.5,0,0.02,2022/10/01 00:00:00+00,blue,0.754601514
36_39_36955,13.2,0,0,0,2022/10/01 00:00:00+00,brown,1.435752146
36_39_36956,13.2,0.62,0.1,0.02,2022/10/01 00:00:00+00,yellow,0.287687003
36_39_36957,13.2,4.7,2.3,0,2022/10/01 00:00:00+00,blue,0.250011124
36_39_36958,13.2,1.58,0.2,0,2022/10/01 00:00:00+00,turquoise,0.732180231
