DER_ID,SERVICE_STREET_ADDRESS,DER_TYPE,DER_NAMEPLATE_RATING,DER_INTERCONNECTION_LOCATION,INTERCONNECTION_COST
90288,null,Solar,9,36_37_39051,0
90289,null,Solar,5,36_38_36251,0
90290,null,Solar,30,36_01_7863,0
90291,null,Solar,7.5,36_38_42354,0
90292,null,Solar,6,36_01_99556,0
90893,null,Solar,5.04,36_11_22076,0
90894,null,Solar,5,36_32_26552,0
90895,null,Solar,11.4,36_38_42351,0
90896,null,Solar,6,36_07_8362,0
90897,null,Solar,6,36_35_39253,0
90968,null,Solar,34,36_11_32556,0
90969,null,Solar,5,36_31_37256,0
90970,null,Solar,3.8,36_32_13755,0
90972,null,Solar,7.6,36_32_36551,0
90973,null,Solar,7.6,36_06_9563,0
90974,null,Solar,7,36_32_38151,0
91043,null,Solar,1.26,36_10_2254,0
91044,null,Solar,1.26,36_10_2254,0
91045,null,Solar,1.26,36_10_2254,0
91046,null,Solar,1.26,36_10_2254,0
91047,null,Solar,1.26,36_10_2254,0
91048,null,Solar,6.45,36_03_10551,0
91049,null,Solar,10,36_10_2361,0
91050,null,Wind,5,36_10_2361,0
91051,null,Solar,42,36_11_26651,0
91052,null,Solar,6,36_30_11340,0
91053,null,Solar,50,36_30_45151,0
91054,null,Solar,50,36_30_45151,0
91055,null,Solar,4,36_32_25571,0
91056,null,Solar,4,36_31_09312,0
91057,null,Solar,2.5,36_30_34451,0
91058,null,Solar,12,36_39_34257,0
91059,null,Solar,23,36_37_39052,0
91060,null,Solar,9,36_38_42351,0
91061,null,Solar,8,36_31_33351,0
91062,null,Solar,22.5,36_32_34556,0
91063,null,Solar,5,36_33_08755,0
91064,null,Solar,5.13,36_29_98455,0
87723,null,Solar,10.92,36_37_39052,0
87724,null,Solar,8.75,36_31_37253,0
87725,null,Solar,3,36_19_66671,0
87726,null,Solar,13.2,36_35_35651,0
87727,null,Solar,6.88,36_35_04356,0
87728,null,Solar,3,36_31_33455,0
87729,null,Solar,7.6,36_38_18751,0
87730,null,Solar,6,36_40_32152,0
85137,null,Solar,30,36_01_22458,0
85138,null,Solar,3,36_38_29555,0
85139,null,Solar,10.5,36_13_87554,0
85140,null,Solar,28,36_03_8364,0
85136,null,Solar,8,36_39_32951,0
85141,null,Solar,10,36_05_5156,0
85142,null,Solar,7,36_05_5156,0
85143,null,Solar,17.5,36_30_28355,0
85144,null,Solar,6.6,36_35_50251,0
85145,null,Solar,12,36_38_29554,0
85146,null,Solar,10,36_32_38151,0
85147,null,Solar,6,36_33_42752,0
85148,null,Solar,8,36_30_33052,0
85149,null,Solar,13,36_13_73353,0
85150,null,Solar,4,36_30_27652,0
85158,null,Solar,6,36_35_04353,0
85159,null,Solar,10,36_18_76254,0
85160,null,Solar,5,36_11_2677,0
85161,null,Solar,3.6,36_38_33753,0
85163,null,Solar,5,36_08_9956,0
85164,null,Solar,5,36_11_22151,0
85165,null,Solar,8.6,36_20_51451,0
85166,null,Solar,4.515,36_30_02158,0
85167,null,Solar,10.8,36_32_36051,0
85168,null,Solar,10,36_09_6961,0
85169,null,Solar,12,36_38_42356,0
85170,null,Solar,3.44,36_30_45953,0
85171,null,Solar,2.795,36_30_29111,0
85172,null,Solar,7.25,36_03_9753,0
91373,null,Solar,4,36_05_5157,0
91374,null,Solar,30,36_30_16454,0
91375,null,Solar,780,null,0
91376,null,Solar,34.2,36_32_36553,0
91377,null,Solar,45.6,36_32_36553,0
91378,null,Solar,45.6,36_11_26555,0
91379,null,Solar,45.6,36_17_67053,0
91380,null,Solar,35,36_39_34258,0
91381,null,Solar,10,36_16_32451,0
91382,null,Solar,18.4,36_06_8255,0
91383,null,Solar,9.6,36_06_8255,0
91384,null,Solar,3,36_10_10451,0
91385,null,Solar,48,36_11_25556,0
91386,null,Wind,10,36_11_24752,0
91387,null,Solar,1.2,36_17_64656,0
91388,null,Solar,7,36_12_27851,0
91389,null,Solar,21,36_30_13256,0
91390,null,Solar,3,36_30_13256,0
91391,null,Steam,450,36_04_2856,0
91392,null,Solar,3,36_01_12963,0
91393,null,Solar,4,36_03_21752,0
91394,null,Solar,3,36_11_29058,0
85818,null,Solar,6.665,36_32_36451,0
85819,null,Solar,5.16,36_31_12353,0
85820,null,Solar,11.4,36_31_12353,0
85821,null,Solar,6.665,36_30_29114,0
85822,null,Solar,5,36_30_28356,0
85823,null,Solar,4.2,36_39_01253,0
85824,null,Solar,6.45,36_30_07853,0
85825,null,Solar,8.2,36_31_30051,0
85826,null,Solar,8.2,36_19_62370,0
85827,null,Solar,4.085,36_30_17853,0
85828,null,Solar,8.6,36_35_36654,0
85829,null,Solar,7.6,36_25_95556,0
91397,null,Solar,3,36_11_25052,0
91399,null,Solar,4,36_32_322152,0
91400,null,Solar,30,36_01_4971,0
91401,null,Solar,3,36_31_12353,0
91402,null,Solar,4,36_28_37061,0
91641,null,Wind,10,36_26_81452,0
91642,null,Solar,10,36_03_8065,0
91643,null,Solar,7,36_01_4168,0
91644,null,Solar,5,36_33_42753,0
91645,null,Solar,3.8,36_17_64656,0
91657,null,Solar,7.525,36_33_08752,0
91658,null,Solar,2,36_04_22651,0
91659,null,Wind,1.2,36_31_31451,0
91660,null,Wind,12,36_20_50150,0
91656,null,Solar,4,36_10_2762,0
91661,null,Solar,25,36_01_6864,0
91662,null,Solar,4,36_30_17851,0
91663,null,Solar,3.6,36_39_01252,0
91664,null,Natural Gas,456,36_05_5352,5000
91665,null,Solar,6.27,36_41_24951,0
91666,null,Solar,5,36_04_22652,0
91667,null,Solar,5,36_31_12354,0
91668,null,Solar,5.1,36_16_6652,0
91669,null,Solar,4,36_32_34556,0
91670,null,Solar,4.56,36_31_33452,0
91929,null,Solar,6,36_32_322151,0
91930,null,Solar,3.87,36_01_2166,0
91931,null,Wind,10,36_04_2952,0
91932,null,Solar,12,36_32_36453,0
91977,null,Solar,10,36_30_17852,0
91978,null,Solar,6,36_38_45053,0
91979,null,Solar,6.02,36_20_50156,0
91980,null,Solar,5.16,36_11_16854,0
91981,null,Solar,50,36_32_36557,0
91982,null,Solar,5.59,36_35_33551,0
91983,null,Solar,8,36_23_81557,0
91984,null,Solar,5.16,36_32_37055,0
91985,null,Solar,7,36_01_21153,0
91986,null,Solar,9.245,36_13_76462,0
91987,null,Solar,10,36_30_45151,0
91988,null,Solar,10,36_30_42152,0
91989,null,Solar,22.8,36_30_12864,0
91990,null,Solar,6,36_31_35253,0
91991,null,Solar,7,36_03_20954,0
92523,null,Solar,9.89,36_38_33752,0
92524,null,Solar,7.525,36_11_24452,0
92525,null,Solar,8.17,36_32_36452,0
92522,null,Solar,50,36_35_04352,0
92526,null,Solar,6,36_37_43351,0
92527,null,Solar,5.805,36_01_2671,0
92528,null,Solar,7,36_17_66852,0
92529,null,Solar,2.5,36_39_41555,0
92530,null,Solar,50,36_30_07853,0
92531,null,Solar,7,36_09_15055,0
92532,null,Solar,4.3,36_09_15056,0
85775,null,Solar,6,36_11_26753,0
85777,null,Solar,3,36_30_17851,0
85778,null,Solar,8.8,36_11_26656,0
85781,null,Solar,7.6,36_38_45352,0
85782,null,Solar,7.74,36_03_23256,0
92624,null,Solar,7.2,36_35_33252,0
92626,null,Solar,4.8,36_11_27451,0
92627,null,Solar,3.44,36_03_8364,0
92629,null,Solar,8.4,36_03_10551,0
92630,null,Solar,,null,0
92631,null,Solar,5,36_30_07852,0
92632,null,Solar,6,36_06_9263,0
92633,null,Solar,10,36_11_12081,0
92634,null,Solar,5,36_01_2666,0
92635,null,Solar,3,36_01_2666,0
92636,null,Solar,7.5,36_37_26951,0
91232,null,Solar,5,36_30_42152,0
91233,null,Solar,5,36_32_13853,0
91234,null,Solar,7,36_01_14051,0
91242,null,Solar,4,36_04_0155,0
91243,null,Wind,5,36_39_44357,0
91235,null,Solar,6,36_39_01252,0
91236,null,Solar,8,36_32_13757,0
91237,null,Solar,7,36_11_32555,0
91238,null,Solar,8,null,0
91239,null,Solar,8,36_39_44358,0
91240,null,Solar,30,36_01_6762,0
91241,null,Solar,30,36_01_6761,0
91244,null,Solar,1.9,36_32_36452,0
91245,null,Solar,5,36_35_35852,0
91246,null,Solar,5.32,36_05_3761,0
91247,null,Solar,2.5,36_05_438152,0
91248,null,Solar,5,36_11_5957,0
86517,null,Solar,7.74,36_32_37057,0
86521,null,Solar,3.25,36_17_65274,0
86518,null,Solar,6.25,36_18_76251,0
86519,null,Solar,7.525,36_31_31452,0
86520,null,Solar,5,36_32_25578,0
86522,null,Solar,5,36_38_27226,0
86523,null,Solar,6,36_31_44952,0
86524,null,Solar,7.6,36_08_6161,0
88257,null,Solar,4,36_25_97656,0
88258,null,Solar,4,36_25_97656,0
88259,null,Solar,4,36_25_97656,0
88260,null,Solar,4,36_25_97656,0
88261,null,Solar,4,36_25_97656,0
88262,null,Solar,4,36_25_97656,0
88263,null,Solar,6,36_01_6362,0
88264,null,Solar,3.44,36_18_1166,0
88265,null,Solar,11.4,36_31_26452,0
88266,null,Solar,8.815,36_30_07856,0
88267,null,Solar,8.815,36_32_36551,0
89600,null,Solar,7.6,36_38_45053,0
89601,null,Solar,11.4,36_39_28551,0
89602,null,Solar,3.6,36_32_36553,0
89603,null,Solar,6,36_17_60452,0
89604,null,Solar,3.6,36_32_24551,0
89607,null,Solar,5.16,36_39_34256,0
89608,null,Solar,23.5,36_30_17851,0
89609,null,Solar,10,36_40_32152,0
89610,null,Solar,3.8,36_24_83561,0
89611,null,Solar,7.6,36_03_7656,0
89612,null,Solar,5,36_17_66472,0
89613,null,Solar,9.6,36_30_17853,0
89614,null,Solar,20,36_13_72661,0
89615,null,Solar,3.8,36_35_50152,0
89616,null,Solar,7.6,36_01_14053,0
89617,null,Solar,7.6,36_38_42354,0
89618,null,Solar,5.16,36_31_35256,0
87106,null,Solar,3,36_35_37953,0
87107,null,Solar,7.6,36_17_62258,0
87108,null,Solar,15.8,36_30_32354,0
87105,null,Solar,6,36_30_07856,0
87109,null,Solar,3,36_39_28552,0
87110,null,Solar,3.6,36_30_02156,0
87111,null,Solar,12,36_31_33351,0
87112,null,Solar,7.6,36_13_87554,0
87113,null,Solar,6,36_30_10157,0
87114,null,Solar,23.1,36_12_27851,0
87115,null,Solar,17.6,36_39_36955,0
87218,null,Solar,3,36_01_2372,0
87219,null,Solar,8.4,36_38_33753,0
87220,null,Solar,4.085,36_30_34451,0
87221,null,Solar,6.5,36_31_35254,0
87223,null,Solar,6.02,36_31_30751,0
87224,null,Solar,6,36_39_46453,0
87225,null,Solar,10.7,36_11_29057,0
87226,null,Solar,10,36_03_23255,0
87227,null,Solar,7.6,36_11_26555,0
87228,null,Solar,6,36_12_33454,0
87229,null,Solar,10,36_12_33452,0
87230,null,Solar,6,36_32_34554,0
87231,null,Solar,3.6,36_39_32951,0
87232,null,Solar,6,36_31_33351,0
90170,null,Solar,3,36_03_9756,0
90171,null,Solar,4.5,36_01_5766,0
90172,null,Wind,3.7,36_35_36652,0
90173,null,Solar,7,36_08_15352,0
90174,null,Solar,4,36_11_16854,0
90175,null,Solar,30,36_26_81453,0
90176,null,Solar,5,36_13_76053,0
90177,null,Solar,5,36_05_5552,0
90178,null,Solar,7,36_17_64656,0
90179,null,Solar,50,36_32_25602,0
90180,null,Solar,50,36_32_37055,0
90181,null,Solar,50,36_32_25602,0
90182,null,Solar,6,36_29_98455,0
90183,null,Solar,6,36_01_7462,0
90184,null,Solar,6.6,36_30_40771,0
90185,null,Solar,10,36_35_39252,0
90186,null,Solar,4.2,36_30_22151,0
83729,null,Solar,10,36_30_37152,0
83730,null,Solar,7.6,36_01_5473,0
83731,null,Solar,3.01,36_01_12963,0
83732,null,Solar,5.805,36_05_438152,0
83733,null,Solar,7.6,36_35_50153,0
83734,null,Solar,6,36_38_42354,0
83735,null,Solar,5,36_30_37151,0
83736,null,Solar,5,36_30_34451,0
83737,null,Solar,7.525,36_01_14052,0
83738,null,Solar,7.31,36_30_42151,0
83739,null,Solar,5,36_30_45151,0
83740,null,Solar,3.655,36_39_01252,0
83741,null,Solar,5,36_31_35256,0
83742,null,Solar,18.705,36_33_08753,0
83743,null,Wind,12,36_04_2062,0
83744,null,Solar,21.5,36_23_77352,0
83745,null,Solar,10.75,36_07_18254,0
83746,null,Solar,30,36_01_15466,0
90931,null,Solar,3.8,36_33_08752,0
90932,null,Solar,11.4,36_38_45351,0
90933,null,Solar,4.16,36_38_08851,0
90934,null,Solar,10,36_39_01252,0
90935,null,Solar,1.71,36_17_64656,0
89069,null,Solar,10.2,36_32_26553,0
89071,null,Solar,12.7,36_31_33351,0
89073,null,Solar,6,36_30_37158,0
89074,null,Solar,10.5,36_30_42153,0
89075,null,Solar,10,36_06_7654,0
89076,null,Solar,5,36_07_9353,0
89077,null,Solar,10.2,36_30_45152,0
89407,null,Solar,6,36_03_21052,0
89408,null,Solar,7.75,36_35_33554,0
89409,null,Solar,4.2,36_35_35852,0
89410,null,Solar,10,36_24_84661,0
89406,null,Solar,5,36_35_02051,0
89411,null,Solar,7.6,36_31_37253,0
89412,null,Solar,6.25,36_31_12354,0
89413,null,Solar,6,36_08_15352,0
89415,null,Solar,11.4,36_18_66953,0
89416,null,Solar,5.5,36_38_29552,0
89417,null,Solar,5,36_37_47751,0
89418,null,Solar,6,36_06_9563,0
89419,null,Solar,3.8,36_30_10158,0
89420,null,Solar,3.8,36_33_30353,0
91091,null,Solar,1.26,36_10_2254,0
91092,null,Solar,1.26,36_10_2254,0
91522,null,Wind,6,36_11_24753,0
91523,null,Wind,4.2,36_06_7361,0
91524,null,Wind,12,36_08_9954,0
91525,null,Solar,30,36_01_3063,0
91526,null,Solar,5,36_31_31451,0
91527,null,Solar,14,36_37_23452,0
91528,null,Solar,6.3,36_10_2362,0
91529,null,Solar,4,36_07_18253,0
91530,null,Solar,8,36_30_45152,0
91531,null,Solar,7,36_31_37256,0
91532,null,Solar,21,36_26_81455,0
91533,null,Solar,50,36_32_38152,0
91534,null,Solar,50,36_30_10151,0
91535,null,Solar,13.5,36_11_16854,0
91536,null,Solar,7,36_28_37061,0
91537,null,Wind,3.7,36_37_39051,0
91538,null,Solar,3,36_10_2762,0
89994,null,Solar,7.25,36_32_36451,0
89995,null,Solar,10,36_38_32952,0
89996,null,Solar,7,36_32_34552,0
89997,null,Solar,8,36_30_07853,0
89998,null,Solar,8,36_37_18924,0
89999,null,Solar,3,36_17_66472,0
90000,null,Solar,3,36_32_36556,0
90001,null,Solar,10.2,36_35_35852,0
90002,null,Solar,7.6,36_35_04356,0
90005,null,Solar,4.48,36_01_4567,0
90006,null,Solar,7.6,36_06_9061,0
90007,null,Solar,11,36_06_8252,0
90008,null,Solar,5,36_31_33351,0
90009,null,Solar,10.4,36_30_31715,0
90010,null,Solar,3.8,36_39_01254,0
90011,null,Solar,5.2,36_35_07251,0
90012,null,Solar,10.4,36_32_28187,0
90014,null,Solar,3.8,36_30_32751,0
85830,null,Solar,4.25,36_30_32757,0
85831,null,Solar,6,36_14_25653,0
91416,null,Solar,3.42,36_37_23452,0
91414,null,Solar,11.4,36_30_10179,0
91415,null,Solar,50,36_30_10179,0
91417,null,Solar,12,36_33_08751,0
91418,null,Solar,50,36_32_36556,0
438441,null,Solar,5.325,36_39_41551,0
86841,null,Solar,5.16,36_39_01254,0
91933,null,Solar,7,36_30_02155,0
91934,null,Solar,2.5,36_11_690055,0
91936,null,Solar,5.375,36_06_8253,0
91938,null,Solar,6.45,36_31_26453,0
91939,null,Solar,5,36_17_33153,0
91940,null,Solar,7.5,36_13_73351,0
91941,null,Solar,28,null,0
91942,null,Solar,6.45,36_28_37061,0
91943,null,Solar,10,36_06_8254,0
92580,null,Solar,4.8,36_32_25737,0
92581,null,Solar,6,36_31_26453,0
92582,null,Solar,19,36_11_26953,0
92583,null,Solar,6.45,36_11_26951,0
92584,null,Solar,6.02,36_11_21964,0
92585,null,Solar,6.45,36_11_690051,0
92586,null,Solar,6.235,36_13_87553,0
92587,null,Solar,8.385,36_03_7652,0
92588,null,Solar,6,36_12_33451,0
92589,null,Solar,7,36_27_89553,0
92590,null,Solar,10,36_11_32554,0
92591,null,Solar,5,36_32_36451,0
92592,null,Solar,5,36_39_41555,0
92593,null,Solar,12,36_30_28356,0
92594,null,Solar,22.8,36_31_30751,0
92595,null,Solar,6.45,36_03_7651,0
92596,null,Solar,,36_17_66852,0
92597,null,Solar,6.45,36_01_4365,0
92598,null,Solar,5,36_17_60453,0
92599,null,Solar,7,36_11_29156,0
92600,null,Solar,6,36_32_322151,0
92601,null,Solar,6.02,36_20_51457,0
92892,null,Solar,42,36_33_08755,0
92893,null,Solar,6,36_37_21411,0
92894,null,Solar,5,36_35_39251,0
92895,null,Solar,1.505,36_06_8253,0
92896,null,Solar,15,36_09_6861,0
92929,null,Solar,5.1,36_30_27652,0
92930,null,Solar,30,36_31_32852,0
92931,null,Solar,5,36_39_46452,0
92928,null,Solar,3.8,36_01_12472,0
92932,null,Solar,5,36_37_23452,0
92933,null,Solar,5,36_26_81453,0
92934,null,Solar,7.6,36_32_322152,0
92935,null,Solar,14,36_30_44730,0
92936,null,Solar,6,36_31_26452,0
92937,null,Solar,10.8,36_32_322153,0
92938,null,Solar,8,36_32_38151,0
91132,null,Solar,9.1,36_31_12353,0
91133,null,Solar,28,36_33_42753,0
91134,null,Solar,5,36_33_30351,0
91135,null,Solar,4.18,36_17_64656,0
91766,null,Solar,2.15,36_11_4463,0
91768,null,Solar,21,36_30_13256,0
91769,null,Solar,2.5,36_32_28187,0
91770,null,Solar,22.8,36_14_10061,0
91771,null,Solar,24.5,36_37_23451,0
91772,null,Solar,6,36_38_42357,0
91773,null,Solar,8,36_39_44358,0
91774,null,Solar,7,36_06_7458,0
421095,null,Solar,8.41,36_11_26658,0
86526,null,Solar,6,36_30_07853,0
86527,null,Solar,4,36_03_7656,0
91869,null,Solar,4.41,36_01_6861,0
91870,null,Solar,1.26,36_10_2254,0
86525,null,Solar,7.6,36_24_83951,0
91871,null,Solar,1.26,36_10_2254,0
91872,null,Solar,1.26,36_10_2254,0
91873,null,Solar,1.26,36_10_2254,0
91874,null,Solar,1.26,36_10_2254,0
91875,null,Solar,6,36_01_99556,0
91876,null,Solar,6.88,36_38_42354,0
91877,null,Solar,6.88,36_11_26253,0
91878,null,Solar,5,36_01_13055,0
91879,null,Solar,4.73,36_03_8562,0
91880,null,Solar,4.3,36_08_9956,0
88269,null,Solar,6,36_12_27851,0
88270,null,Solar,6,36_11_690051,0
88271,null,Solar,4,36_25_97656,0
88272,null,Solar,5.16,36_03_17064,0
88273,null,Solar,4,36_25_97656,0
88274,null,Solar,4,36_25_97656,0
88275,null,Solar,3,36_30_33051,0
88276,null,Solar,10,36_18_66953,0
88277,null,Solar,5,36_25_92451,0
88278,null,Solar,10,36_30_45151,0
88279,null,Solar,3,36_38_32952,0
88280,null,Solar,7.8,36_38_45351,0
88281,null,Solar,12,36_30_34453,0
88282,null,Solar,3.8,36_01_7465,0
88283,null,Solar,9,36_32_38151,0
88285,null,Solar,10.2,36_35_04356,0
88286,null,Solar,12,36_39_28552,0
88287,null,Solar,13.6,36_17_66852,0
88288,null,Solar,17.6,36_32_26554,0
88289,null,Solar,7.2,36_31_31451,0
88290,null,Solar,10,36_38_36252,0
89620,null,Solar,15.8,36_31_12353,0
89661,null,Solar,5,36_39_36955,0
89662,null,Solar,4,36_38_33751,0
89663,null,Solar,4.5,36_35_39252,0
89665,null,Solar,11.25,36_30_45151,0
89666,null,Solar,6,36_35_35651,0
89667,null,Solar,5.75,36_39_36956,0
89668,null,Solar,5,36_32_322151,0
89669,null,Solar,3,36_30_45852,0
89671,null,Solar,12,36_06_7765,0
89673,null,Solar,5,36_35_33551,0
89674,null,Solar,3,36_25_95556,0
87234,null,Solar,20,36_08_15351,0
87235,null,Solar,9.8,36_30_11338,0
87236,null,Solar,3.6,36_30_12866,0
87237,null,Solar,15.2,36_35_39251,0
87233,null,Solar,8.8,36_31_26452,0
87238,null,Solar,11.4,36_39_41551,0
87239,null,Solar,15.91,36_35_06125,0
87240,null,Solar,5,36_30_02156,0
87241,null,Solar,6,36_32_38152,0
87242,null,Solar,10.2,36_31_31452,0
87243,null,Solar,3.6,36_37_26952,0
87244,null,Solar,8.2,36_32_36453,0
87245,null,Solar,6,36_19_62373,0
87246,null,Solar,4.2,36_32_36051,0
87247,null,Solar,6,36_30_45951,0
90224,null,Solar,4,36_03_21653,0
90225,null,Solar,4,36_25_92452,0
90226,null,Solar,3,36_26_81455,0
90227,null,Solar,6,36_10_2461,0
90228,null,Solar,4,36_27_86062,0
90229,null,Solar,6,36_33_42752,0
90230,null,Solar,5,36_33_03552,0
90231,null,Solar,4,36_30_22151,0
90232,null,Solar,3,36_35_07201,0
90233,null,Solar,3,36_30_34451,0
90234,null,Solar,5.04,36_10_0662,0
90235,null,Solar,5,36_40_28452,0
90236,null,Solar,5,36_30_17851,0
90237,null,Solar,4,36_13_75463,0
83747,null,Solar,8,36_12_27651,0
83748,null,Solar,7.525,36_32_26552,0
83749,null,Solar,5,36_25_95555,0
83751,null,Solar,3.9,36_38_33754,0
83752,null,Solar,9.03,36_30_27999,0
83753,null,Solar,6,36_32_37055,0
83755,null,Solar,3.6,36_32_38153,0
83756,null,Solar,7.2,36_32_38151,0
83757,null,Solar,5,36_13_76056,0
83758,null,Solar,8.6,36_30_27652,0
83759,null,Solar,24,36_01_7765,0
83760,null,Solar,23.1,36_01_12662,0
83762,null,Solar,16,36_04_1261,0
83763,null,Solar,9,36_32_36555,0
83764,null,Solar,6,36_07_9151,0
83765,null,Solar,5,36_01_6863,0
83766,null,Solar,0.38,36_05_3662,0
83767,null,Solar,7.6,36_01_6057,0
83768,null,Solar,3,36_35_32423,0
88969,null,Solar,6,36_30_42051,0
88970,null,Solar,6,36_11_32556,0
88971,null,Solar,9,36_12_27052,0
88972,null,Solar,12,36_38_18751,0
88973,null,Solar,6.88,36_35_33251,0
88974,null,Solar,7.6,36_17_65140,0
88975,null,Solar,7.6,36_38_42354,0
88976,null,Solar,5.16,36_31_33453,0
88977,null,Solar,5.16,36_33_30354,0
88978,null,Solar,15.2,36_38_18751,0
88979,null,Solar,4.2,36_38_32952,0
88980,null,Solar,3.6,36_32_38151,0
88981,null,Solar,10,36_38_33753,0
89893,null,Solar,7.6,36_01_14052,0
89894,null,Solar,7,36_25_97653,0
89895,null,Solar,6,36_37_26951,0
89896,null,Solar,7.6,36_31_30051,0
89897,null,Solar,2.5,36_18_66954,0
89898,null,Solar,6,36_01_3366,0
89899,null,Solar,10,36_10_1562,0
89900,null,Solar,6.6,36_17_66354,0
89901,null,Solar,6,36_30_28355,0
89902,null,Solar,11.4,36_38_33151,0
89905,null,Solar,3.8,36_31_35256,0
89907,null,Solar,7.6,36_11_24453,0
89908,null,Solar,11.2,36_33_45451,0
89909,null,Solar,7.25,36_14_28354,0
89910,null,Solar,10,36_39_28551,0
89911,null,Solar,7.6,36_10_3354,0
89912,null,Solar,10,36_11_24751,0
89913,null,Solar,7.6,36_31_33351,0
89914,null,Solar,4.2,36_30_42151,0
84761,null,Solar,3.8,36_01_22954,0
84762,null,Solar,7.6,36_39_36956,0
84763,null,Solar,8.8,36_39_36956,0
84764,null,Solar,4,36_06_7458,0
84765,null,Solar,3.8,36_39_36956,0
84766,null,Solar,3.8,36_39_36956,0
84767,null,Solar,3.8,36_39_36956,0
84768,null,Solar,3.8,36_39_36956,0
84769,null,Solar,7,36_38_33753,0
84770,null,Solar,10.32,36_30_45251,0
87732,null,Solar,3.6,36_33_42752,0
87733,null,Solar,7.6,36_38_18751,0
87734,null,Solar,3.87,36_32_38153,0
87731,null,Solar,7,36_12_22869,0
87735,null,Solar,4.2,36_31_09453,0
87736,null,Solar,4,36_25_97656,0
87737,null,Solar,4,36_25_97656,0
87738,null,Solar,6.235,36_37_26951,0
87739,null,Solar,4,36_25_97656,0
87740,null,Solar,3.655,36_33_03551,0
87741,null,Solar,4,36_25_97656,0
90016,null,Solar,3,36_33_08753,0
90018,null,Solar,3.6,36_30_27942,0
90019,null,Solar,8.6,36_31_30057,0
90020,null,Solar,7.6,36_08_9956,0
90021,null,Solar,4.515,36_37_26952,0
90022,null,Solar,9,36_17_66853,0
90023,null,Solar,16.5,36_17_63266,0
90024,null,Solar,3.655,36_30_22151,0
90025,null,Solar,7.5,36_25_95756,0
90026,null,Solar,4,36_25_97656,0
90027,null,Solar,4,36_25_97656,0
90028,null,Solar,4,36_25_97656,0
90029,null,Solar,4,36_25_97656,0
90030,null,Solar,5,36_31_37256,0
90031,null,Solar,6,36_14_4362,0
90032,null,Solar,4.5,36_30_16454,0
90033,null,Solar,7.75,36_30_10156,0
90034,null,Solar,6.75,36_10_2561,0
90035,null,Solar,3.87,36_31_35254,0
90036,null,Solar,3.87,36_32_36051,0
90037,null,Solar,5,36_30_10153,0
419270,null,Solar,3.5,36_33_08754,0
104803,null,Solar,4.085,36_35_35651,0
86842,null,Solar,5,36_11_2677,0
86843,null,Solar,3,36_32_23052,0
86844,null,Solar,10,36_13_87554,0
86845,null,Solar,5,36_31_33452,0
86846,null,Solar,6,36_35_39252,0
86847,null,Solar,7.74,36_18_76258,0
86848,null,Solar,5,36_11_28658,0
86849,null,Solar,10,36_33_42754,0
86850,null,Solar,6,36_31_33351,0
86851,null,Solar,5,36_12_27052,0
86852,null,Solar,15,36_38_33751,0
86853,null,Solar,6,36_32_44256,0
86854,null,Solar,4.2,36_33_03552,0
86855,null,Solar,5,36_30_28354,0
86856,null,Solar,7.6,36_19_61452,0
92991,null,Solar,7.5,36_11_26253,0
92992,null,Solar,7,36_03_21754,0
92993,null,Solar,6.88,36_31_32851,0
92994,null,Solar,6,36_38_42352,0
92995,null,Solar,7.955,36_31_30052,0
92996,null,Solar,50,36_30_10151,0
92997,null,Solar,50,36_30_10151,0
92998,null,Solar,22.8,36_30_10151,0
93000,null,Solar,7,36_31_26452,0
93001,null,Solar,7.5,36_31_26452,0
92638,null,Solar,5.16,36_14_29653,0
92639,null,Solar,96,36_01_68451,0
92640,null,Solar,2.8,36_06_8255,0
92641,null,Solar,7,36_03_8563,0
92642,null,Solar,42,36_30_42152,0
92643,null,Solar,30,36_01_21463,0
92644,null,Solar,8,36_30_42152,0
92645,null,Solar,2.58,36_11_22077,0
92646,null,Solar,7,36_11_32554,0
92647,null,Solar,2.5,36_32_13757,0
92649,null,Solar,3,36_12_27052,0
92650,null,Solar,5,36_32_24551,0
92651,null,Solar,9,36_06_7452,0
92648,null,Solar,6,36_30_42152,0
92652,null,Solar,7,36_35_07253,0
92653,null,Solar,3.6,36_11_2874,0
92655,null,Solar,5,36_17_60454,0
92656,null,Solar,3.225,36_17_33152,0
92657,null,Solar,47.085,36_30_32354,0
92658,null,Solar,6.45,36_01_6873,0
91261,null,Solar,15,36_30_11339,0
91262,null,Solar,4,36_30_33905,0
91263,null,Solar,42,36_30_13256,0
91264,null,Solar,6,36_35_36652,0
91265,null,Solar,5,36_31_31451,0
91266,null,Solar,6.45,36_17_66852,0
91267,null,Solar,6.45,36_17_60453,0
91268,null,Solar,47,36_18_66581,0
91269,null,Solar,21,36_31_12353,0
91270,null,Solar,20,36_31_33455,0
91271,null,Solar,3,36_10_0561,0
91272,null,Solar,7,36_11_26954,0
91273,null,Solar,35,36_11_26954,0
91274,null,Solar,24,36_01_15468,0
91275,null,Solar,15,36_33_08752,0
91276,null,Wind,50,null,0
91277,null,Steam,150,36_32_32056,0
91278,null,Solar,24,36_01_4065,0
91279,null,Solar,7,36_38_33753,0
91280,null,Solar,7,36_40_28451,0
91281,null,Solar,4,36_30_17851,0
91282,null,Solar,7,36_38_42352,0
91882,null,Solar,6,36_29_98455,0
91883,null,Solar,6,36_29_98455,0
91881,null,Solar,5,36_01_6057,0
